Common Name,Vocation,Combined Vocations,TimeBirth,TimeDeath,Birth-Death Text,Abstract,City Text,County text,Personal Website,PSU Catalog Link - HTML,Expanded Biography,PIC_URL,Latitude,Longitude,Photo Credit,Alt Text,City | County | Bio Link,PSU Link | Personal Website
Stan Berenstain,Literary,Literary,09/29/1943,11/26/2005,9/29/1923 - 11/26/2005,"<p>Award-winning children's book author of <em>The Berenstain Bears</em> series Stan Berenstain was born in Philadelphia, Pennsylvania, in 1923 and attended The Philadelphia College of Art and the Pennsylvania Academy of Fine Arts. Read more <a href=""https://www.berenstainbears.com/about.html"" target=""_blank"">here</a>.</p><p>About the Berenstains. <em>The Berenstain Bears website.</em> 2018. 5 November 2018.</p>","Solebury, PA",Bucks County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Berenstain%2C+Stan%2C+1923-2005"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Berenstain__Stanley"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Berenstain__Stanley.jpg,40.364273,-74.951279,Photo Credit: Photograph of Stan Berenstain. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Online Resource. Source: https://www.museumofplay.org/sites/default/files/styles/large/public/Jan-Stan.jpg?itok=bWg0TE5V.,,"Solebury, PA | Bucks County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Berenstain__Stanley"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Berenstain%2C+Stan%2C+1923-2005"" target=""_blank"">PSU Catalog Link</a>"
Michael Berenstain,Literary,Literary,12/21/1971,1/1/2050,Born: 12/21/1951,"<p>Born in 1951 to Jan and Stan Berenstain, two of the most renowned children's authors, Michael Berenstain followed in his parents' footsteps. He became a children's author and illustrator after attending the Pennsylvania College of Art and the Pennsylvania Academy of Fine Arts. He has written and illustrated his own books, but he has also been involved with the Berenstain Bears series that his parents created. He was born and raised in Philadelphia, Pennsylvania.At the time of this writing, helives in New Hope, Pennsylvania, where he continues to write and illustrate</p>","New Hope, PA",Bucks County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Berenstain,+Mike,+1951-"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Berenstain__Michael"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Berenstain__Michael.jpg,40.381424,-75.009422,Photo Credit: Darb02. Mike Berenstain in July 2017. ca. 2017. Photograph. Licensed under CC BY-SA 4.0. Cropped to 4x3. Source: Wikimedia Commons. Source: https://commons.wikimedia.org/w/index.php?title=Special:Search&title=Special:Search&redirs=0&search=Berenstain&fulltext=Search&fulltext=Advanced+search&ns0=1&ns6=1&ns14=1&advanced=1&searchToken=ak2a79ddnn6gxqq0b7rixq2fp#%2Fmedia%2FFile%3AMike_Berenstain_2017.jpg.,,"New Hope, PA | Bucks County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Berenstain__Michael"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Berenstain,+Mike,+1951-"" target=""_blank"">PSU Catalog Link</a>"
Stephen Berg,Literary,Literary,08/02/1954,6/12/2014,8/2/1934 - 6/12/2014,"<p>Born in 1934 in Philadelphia, Pennsylvania, Stephen Berg cofounded <em>The American Poetry Review</em> <em>(APR) </em>in 1972, authored or edited many books of poetry and translation, and was the recipient of countless honors and awards, including a Guggenheim Fellowship, PEN American Grant, and Philadelphia Mayor's Arts and Culture Award. His collection <em>58 Poems</em> (2013) received high praise, and his poem, What I Wanted to Say, from his book <em>New & Selected Poems </em>(1992), was selected for publication by the <a href=""https://pabook.libraries.psu.edu/awards-contests/public-poetry-project?field_award_year_value=2014"" target=""_blank"">Public Poetry Project of the Pennsylvania Center for the Book</a> in 2014. Berg was a professor at the University of the Arts in Philadelphia and served as co-editor of <em>APR</em> through his final days. Berg died in June of 2014 at the age of 79. His last poetry collection, <em>Here</em>, was published in April 2014.</p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Berg%2C+Stephen%2C+1934-2014"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Berg_Stephen"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Berg__Stephen.jpg,39.946915,-75.174899,"Photo Credit: Millichap Books. Photograph of Stephen Berg. Photograph. Licensed under Fair Use. Cropped to 4x3, Filled background. Source: Online Resource. Source: https://i0.wp.com/www.millichapbooks.com/wp/wp-content/uploads/2015/02/stephenberg2.jpg?resize=111%2C181.",,"Philadelphia, PA | Philadelphia County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Berg_Stephen"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Berg%2C+Stephen%2C+1934-2014"" target=""_blank"">PSU Catalog Link</a>"
John E. Berninger,Art & Design,Art & Design,12/13/1916,7/1/1981,12/13/1896 - 7/1/1981,"<p><strong>Photo Credit: </strong>John E. Berninger. ""<a href=""https://upload.wikimedia.org/wikipedia/en/9/98/Berninger.jpg"">John E. Berninger, self-portrait.</a>"" Painting. Licensed under <a href=""https://www.copyright.gov/fair-use/more-info.html"">Fair Use</a>. Cropped to 4x3. Source: Wikimedia Commons. </p>","Allentown, PA",Lehigh County,,,,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Berninger__John .jpg,40.604442,-75.468996,"Photo Credit: John E. Berninger. John E. Berninger, self-portrait. Painting. Licensed under Fair Use. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/en/9/98/Berninger.jpg.",,"Allentown, PA | Lehigh County",
Philip Berrigan,Activism,Activism,10/05/1943,12/6/2002,10/5/1923 - 12/6/2002,"<p>Philip Berrigan, a Josephite priest, was a well known activist for social reform during the Vietnam War. He wrote poetry, essays, and biographies discussing his religious beliefs and faith in the teachings of the Catholic community regarding peace and understanding. Berrigan wrote several autobiographies discussing his experiences in prison after eight major acts of civil disobedience lead him to more than 11 years behind bars. In 1980, Berrigan poured blood and hammered on warheads at a General Electric nuclear missile plant in King of Prussia, Pennsylvania. He was convicted and imprisoned for this action, which eventually ignited the international Plowshares Movement. Berrigan was nominated twice for the Nobel Peace Prize. He died on December 6, 2002, at his home in Maryland.</p>","King of Prussia, PA",Montgomery County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Berrigan%2C+Philip"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Berrigan__Philip"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Berrigan__Philip.jpg,39.953798,-75.187477,"Photo Credit: Bob Fitch. Philip Berrigan. ca. 1970. Photograph. Licensed under Fair Use. Cropped to 4x3, Filled background. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/en/6/6a/Philip_Berrigan.jpg.",,"King of Prussia, PA | Montgomery County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Berrigan__Philip"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Berrigan%2C+Philip"" target=""_blank"">PSU Catalog Link</a>"
William W. Betts,Education,Education,07/25/1946,11/7/2014,7/25/1926 - 11/7/2014,"<p>Professor and essayist William W. Betts, Jr. was born in Clearfield, Pennsylvania, in 1926. After military service and collegiate work, Betts began a 40-year teaching career at Indiana University of Pennsylvania. He edited a scholarly volume, <em><a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Lincoln__Abraham"" target=""_blank"">Lincoln</a> and the Poets,</em> and wrote numerous essays on life in rural western Pennsylvania. </p>","Indiana, PA",Indiana County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Betts%2C+William+W.+(William+Wilson)%2C+1926-"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Betts__William"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Betts__William_W.jpg,40.622982,-79.156034,"Photo Credit: William Wilson Betts Jr 1926. Photograph. Licensed under Fair Use. Cropped to 4x3. Ancestry.com. Provo, UT..Source: https://mediasvc.ancestry.com/v2/image/namespaces/1093/media/a196a284-0d22-4205-8776-c591b0ee57a9.jpg?client=Trees&imageQuality=hq&maxWidth=1405&maxHeight=770.",,"Indiana, PA | Indiana County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Betts__William"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Betts%2C+William+W.+(William+Wilson)%2C+1926-"" target=""_blank"">PSU Catalog Link</a>"
Michael Bezilla,Education,Education,03/08/1970,1/1/2050,Born: 3/8/1950,"<p>Born in 1950, Michael Bezilla has been a railroad, agricultural, and university historian for the Pennsylvania State University. He currently directs the Department of Advancement Projects and Communications, working in an effort to increase public awareness for Penn State through various publications. Bezilla enjoys writing about history as geared toward popular audiences as well as academic readers.</p>","University Park, PA",Centre County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Bezilla%2C+Michael"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Bezilla__Michael"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Bezilla__Michael.jpg,40.8496045,-77.848093,"Photo Credit: Sean Yoder. Michael Bezilla. 19 Oct 2017. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: StateCollege.com. Source: Online Resource. ""Writers discuss Joe Paterno’s legacy."" .Source: http://www.statecollege.com/news/centre-county-gazette/writers-discuss-joe-paternos-legacy,1474167/.",,"University Park, PA | Centre County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Bezilla__Michael"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Bezilla%2C+Michael"" target=""_blank"">PSU Catalog Link</a>"
Nicholas Biddle,Law & Politics,Law & Politics | Business,01/08/1806,2/27/1844,1/8/1786 - 2/27/1844,"<p>Nicholas Biddle was born in Philadelphia in 1786. Entering school at the young age of ten, Biddle graduated from Princeton in 1801. He soon moved to Europe where he served future President James Monroe. Biddle returned to Philadelphia in 1807 where he continued his education. Monroe selected Biddle to be government director of the Second Bank of the United States. The current president retired and Biddle became president leading the bank to unprecedented success. In the ""Bank War,"" Andrew Jackson opposed the bank until it closed its doors. After 14 years, Biddle retired and died in 1844 in Philadelphia.</p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Biddle%2C+Nicholas%2C+1786-1844"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Biddle__Nicholas"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Biddle__Nicholas.jpg,39.94581,-75.15337,Photo Credit: William Inman. Portrait of Nicholas Biddle. ca. 1830. Portrait. Licensed under Public Domain. Cropped to 4x3. Source: Atwater Kent Museum of Philadelphia. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/2/2d/Nicholas_Biddle_by_William_Inman.jpg.,,"Philadelphia, PA | Philadelphia County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Biddle__Nicholas"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Biddle%2C+Nicholas%2C+1786-1844"" target=""_blank"">PSU Catalog Link</a>"
Francis Beverley Biddle,Law & Politics,Law & Politics,05/09/1906,10/4/1968,5/9/1886 - 10/4/1968,"<p>Francis Biddle was born in Paris, France, on May 9, 1886. He attended Harvard University, where he attained a law degree. In 1934, President Roosevelt appointed Biddle as chairman of the National Labor Relations Board due to his great concern for labor issues and civil liberties. In 1941, he was sworn in as U.S. Attorney General. He served in this position throughout most of World War II, making both good and poor judgments. After Roosevelt's death, Biddle stepped down as Attorney General to become a judge at the International Military Tribunal at Nuremberg. He passed away on October 4, 1968.</p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Biddle,+Francis,+1886-1968"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Biddle__Francis"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Biddle__Francis_0.jpg,40.018469,-75.194252,"Photo Credit: USHMM. Francis Biddle and John J. Parker discussing evidence in the Palace of Justice at Nuremberg before the opening of the Nuremberg Trials. 1 Nov 1945. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: National Archives and Records Administration, College Park. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/0/07/Francis_Biddle_and_John_J._Parker.jpg.",,"Philadelphia, PA | Philadelphia County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Biddle__Francis"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Biddle,+Francis,+1886-1968"" target=""_blank"">PSU Catalog Link</a>"
Joe Biden,Law & Politics,Law & Politics,11/20/1962,1/1/2050,Born: 11/20/1942,"<p>Joseph Biden was born on November 20, 1942, as the son of Joe and Jean Biden. In his early life, Biden was raised by his parents in Scranton, Pennsylvania, until his family moved to Wilmington, Delaware, when he was ten-years-old, where he has resided ever since. Elected to the United States Senate in 1972, he went from an unknown servant of America's second smallest state to becoming a recognized voice on matters of foreign and domestic policy. On November 4, 2008, Biden was elected Vice President of the United States.</p>","Scranton, PA",Lackawanna County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Biden%2C+Joseph+R.%2C+Jr."" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Biden__Joseph"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Biden__Joe.jpg,41.435945,-75.636243,Photo Credit: David Lienemann. Official portrait of Vice President Joe Biden in his West Wing office at the White House. 10 Jan 2013. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Library of Congress. Source: Online Resource. Source: http://hdl.loc.gov/loc.pnp/ppbd.00605.,,"Scranton, PA | Lackawanna County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Biden__Joseph"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Biden%2C+Joseph+R.%2C+Jr."" target=""_blank"">PSU Catalog Link</a>"
